VM_Name	vCenter	Timestamp	cpu.ready.summation	cpu.usage.average	cpu.usagemhz.average	disk.maxtotallatency.latest	disk.usage.average	mem.consumed.average	mem.usage.average	mem.vmmemctl.average	net.usage.average
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 13:30:00	4629	14.66	614	0	519	4193917	17.6	0	262
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 14:00:00	4472	12.84	538	0	52	4193924	14.59	0	253
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 14:30:00	4276	11.61	486	0	39	4193920	11.12	0	227
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 15:00:00	4106	10.08	422	0	39	4193920	11.78	0	189
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 15:30:00	3950	11.86	497	0	47	4193926	10.32	0	233
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 16:00:00	4376	12.82	537	0	42	4193916	10.01	0	255
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 16:30:00	4263	12.76	535	0	71	4193884	10.33	0	253
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 17:00:00	4326	12.18	510	0	40	4193896	9.4	0	239
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 17:30:00	4085	12.91	541	0	42	4193910	10.38	0	258
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 18:00:00	3402	5.1	213	0	22	4193917	8.37	0	77
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 18:30:00	4398	12.29	515	0	53	4193918	12.8	0	241
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 19:00:00	4334	11.67	489	0	42	4193928	10.03	0	226
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 19:30:00	4401	14.99	628	0	50	4193930	11.27	0	306
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 20:00:00	4559	15.58	653	0	48	4193929	11.01	0	319
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 20:30:00	4810	14.83	621	0	47	4193888	9.96	0	302
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 21:00:00	4836	15.57	653	0	59	4193932	14.65	0	314
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 21:30:00	2944	2.71	113	0	20	4193940	9.43	0	21
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 22:00:00	3148	2.42	101	0	15	4193939	10.06	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 22:30:00	3146	2.39	100	0	16	4193909	10.21	0	13
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 23:00:00	3045	2.43	102	0	21	4193929	10.66	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	06.12.25 23:30:00	2958	2.25	94	0	15	4193940	7.9	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 00:00:00	3291	2.72	114	0	14	4193940	14.66	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 00:30:00	2789	2.46	103	0	15	4193871	12.6	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 01:00:00	3970	2.55	106	0	17	4193882	6.84	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 01:30:00	6965	17.76	745	0	51	4193889	10.49	0	380
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 02:00:00	6986	19.21	805	0	58	4193912	10.07	0	412
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 02:30:00	3418	2.51	105	0	17	4193910	10.04	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 03:00:00	3278	2.64	110	0	18	4193920	12.05	0	16
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 03:30:00	3057	2.73	114	0	28	4193929	13.32	0	16
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 04:00:00	2992	2.54	106	1	16	4193936	13.36	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 04:30:00	2923	2.78	116	0	20	4193890	13.04	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 05:00:00	3152	2.6	108	0	24	4193922	14.18	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 05:30:00	3271	2.63	110	0	21	4193936	12.35	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 06:00:00	3368	4.22	177	0	251	4193938	17.64	0	25
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 06:30:00	2654	2.45	102	0	17	4193916	8.96	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 07:00:00	3575	3.53	147	0	56	4193911	17.61	0	93
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 07:30:00	3119	2.58	108	0	22	4193934	14.16	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 08:00:00	3192	3.22	134	0	30	4193938	13.48	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 08:30:00	2581	2.47	103	0	17	4193861	9.22	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 09:00:00	2896	2.81	117	0	21	4193894	16.15	0	16
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 09:30:00	3133	2.53	105	0	15	4193906	13.19	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 10:00:00	3210	2.64	110	3	15	4193919	12.37	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 10:30:00	2879	2.5	104	0	19	4193899	13.93	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 11:00:00	2960	2.83	118	0	20	4193901	14.21	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 11:30:00	3032	2.4	100	5	15	4193932	12.87	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 12:00:00	3194	2.53	106	0	14	4193932	12.35	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 12:30:00	2960	2.66	111	0	18	4193905	12.73	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 13:00:00	2902	2.32	97	0	17	4193907	8.3	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 13:30:00	3304	3.86	162	0	437	4193918	10.02	0	16
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 14:00:00	3129	2.58	108	0	48	4193932	14.61	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 14:30:00	3055	2.68	112	0	18	4193906	11.95	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 15:00:00	2966	2.51	105	0	19	4193930	11.23	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 15:30:00	2943	2.48	104	1	17	4193928	10.44	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 16:00:00	3186	2.46	103	0	17	4193928	10.93	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 16:30:00	3076	2.64	110	1	35	4193924	12.21	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 17:00:00	2927	2.36	99	0	16	4193928	10.57	0	13
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 17:30:00	2908	2.23	93	0	14	4193928	6.6	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 18:00:00	3246	2.48	103	0	17	4193928	9.4	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 18:30:00	3035	2.7	113	0	31	4193928	13.9	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 19:00:00	2963	2.51	105	0	38	4193940	11.1	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 19:30:00	2594	2.48	104	0	47	4193940	9.32	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 20:00:00	2982	2.46	103	0	16	4193940	7.26	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 20:30:00	2752	2.42	101	0	15	4193924	7.57	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 21:00:00	2659	2.58	108	0	22	4193924	10.26	0	15
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 21:30:00	2507	2.48	104	0	16	4193928	9.62	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 22:00:00	3243	2.61	109	0	17	4193928	7.73	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 22:30:00	3488	2.46	103	0	14	4193907	7.46	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 23:00:00	3217	2.54	106	0	20	4193890	10.88	0	14
Av-pr-prom-srv1	vcsa67.belpsb.by	07.12.25 23:30:00	2568	2.67	112	0	22	4193912	15.09	0	15
